"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_feather_esp8266_huzzah_pcb_adafruit_esp8266_feather\current_version\working\working.kicad_sch"
"Date:","13/09/2023 23:22:07"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","35"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C2","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3, C6, C8","3","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C7","1","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CHG0","1","ORANGE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D3","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D4","1","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"IC1","1","CP2104","CP2104","working:QFN24_4MM_SMSC","","",""
"JP1","1","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"JP3","1","HEADER-1X12","HEADER-1X12","working:1X12_ROUND","","",""
"Q1, Q2","2","mmbt2222","TRANSISTOR_NPNSOT23-3","working:SOT23-3","","",""
"R1, R3, R4, R5, R7, R9","6","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2, R10","2","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R6","1","4.7K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R8","1","10K\","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R11","1","1K","RESISTOR_0603MP","working:_0603MP","","",""
"SJ1","1","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SW2","1","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"U2","1","AP2112-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U$31, U$32","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$34, U$35","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"X1","1","JSTPH","CON_JST_PH_2PIN","working:JSTPH2","","",""
"X2","1","ESP-12S","ESP-12S","working:ESP-12S","","",""
"X4","1","20329","USB_MICRO_20329_V2","working:4UCONN_20329_V2","","",""
