"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_rp2040_prop_maker_feather_pcb_adafruit_feather_rp2040_prop_maker\current_version\working\working.kicad_sch"
"Date:","16/09/2023 08:24:25"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","77"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C4, C5, C19, C20","5","10uF/16V","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C3","2","22pF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"C6, C7, C9, C12, C13, C14, C16, C18","8","0.1uF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"C8, C10, C11, C15, C17","5","1uF/25V","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"C21, C22","2","220pF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"CHG0","1","ORANGE","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"CHG_EN0","1","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"CONN1","1","STEMMA_I2C_QTRA","STEMMA_I2C_QTRA","working:JST_SH4_RA","","",""
"D3","1","1N4148","DIODE_SOD323MINI","working:SOD-323_MINI","","",""
"D4","1","PMEG2020AEA","DIODESOD-323F","working:SOD-323F","","",""
"D+1","1","TPB1,27","TPB1,27","working:B1,27","","",""
"D-1","1","TPB1,27","TPB1,27","working:B1,27","","",""
"FB1, FB2","2","Ferrite","FERRITE-0603NO","working:0603-NO","","",""
"GAIN0","1","SOLDERJUMPER_2WAY","SOLDERJUMPER_2WAY","working:SOLDERJUMPER_2WAY_OPEN_NOPASTE","","",""
"IC1","1","RP2040_QFN56","RP2040_QFN56","working:QFN56_7MM_REDUCEDEPAD","","",""
"IC2","1","741G125DCK","741G125DCK","working:SC70-5","","",""
"IC4","1","LIS3DH","ACCEL_LIS3DHTR","working:LGA16_3X3MM","","",""
"JP1","1","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"JP3","1","HEADER-1X12","HEADER-1X12","working:1X12_ROUND","","",""
"L0","1","RED","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"LED1","1","WS2812B_SK6805_1515","WS2812B_SK6805_1515","working:SK6805_1515","","",""
"OUTPUTS0","1","TERMINALS","HEADER-1X6","working:1X06_OVAL","","",""
"Q1","1","AO3401","MOSFET-PWIDE","working:SOT23-WIDE","","",""
"Q2","1","C20917","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"Q3","1","DMG3415UFY","MOSFET-P_DFN2015","working:DFN2015-3","","",""
"R1, R2, R3, R4, R5, R7, R14, R15","8","10K","RESISTOR_0402NO","working:_0402NO","","",""
"R6, R11","2","1K","RESISTOR_0402NO","working:_0402NO","","",""
"R8, R12, R13","3","5.1K","RESISTOR_0402NO","working:_0402NO","","",""
"R9, R10","2","22 ohm","RESISTOR_0402NO","working:_0402NO","","",""
"R16, R17","2","100K","RESISTOR_0402NO","working:_0402NO","","",""
"R18","1","1M","RESISTOR_0402NO","working:_0402NO","","",""
"R19","1","100","RESISTOR_0402NO","working:_0402NO","","",""
"SERVO0","1","1x3M","HEADER-1X376MIL","working:1X03_ROUND_76","","",""
"SW1, SW2","2","RKB2","SWITCH_TACT_SMT_RKB2","working:BTN_RKB2_4.6X2.8","","",""
"TP3","1","TESTPOINTROUND1.5MMNO","TESTPOINTROUND1.5MMNO","working:TESTPOINT_ROUND_1.5MM_NO","","",""
"U1","1","8MB QSPI","SPIFLASH_8PIN_4X4","working:USON8_4X4","","",""
"U2","1","RT9080-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U4","1","MAX98357A","AUDIOAMP_MAX98357","working:QFN16_3MM","","",""
"U$31, U$32","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$34, U$35","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"X1","1","CON_JST_PH_2PIN_MT_BATT","CON_JST_PH_2PIN_MT_BATT","working:JSTPH2_BATT","","",""
"X6","1","USB Type C","USB_C","working:USB_C_CUSB31-CFM2AX-01-X","","",""
"Y1","1","12MHz/12pF","CRYSTAL2.5X2.0","working:CRYSTAL_2.5X2","","",""
