"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_rgb_matrix_featherwing_pcb_adafruit_rgb_matrix_featherwing_nrf52\current_version\working\working.kicad_sch"
"Date:","16/09/2023 07:44:04"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","16"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C6, C7","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"FID1, FID3","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC2","1","LP298XS","LP298XS","working:SOT23-5L","","",""
"JP1","1","HEADER-1X12","HEADER-1X12","working:1X12_ROUND","","",""
"JP2, JP3","2","HEADER-1X870MIL","HEADER-1X870MIL","working:1X08_ROUND_70","","",""
"JP4","1","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"JP15","1","Shrouded 2x8","HEADER-2X8_SHROUDED","working:2X08_SHROUDED","","",""
"MS1","1","FEATHERWING","FEATHERWING","working:FEATHERWING","","",""
"Q2","1","AON7401","MOSFET-P-POWERDI3333","working:POWERDI3333","","",""
"R1","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW1","1","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"X1","1","2.1mm","DCBARRELPTH","working:DCJACK_2MM_PTH","","",""
"X2","1","5.08mm","TERMBLOCK_1X2_5.08MM","working:TERMBLOCK_508_1X2","","",""
