"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\ashtonchase_nema23_driver_nema23stepper\current_version\working\working.kicad_sch"
"Date:","25/09/2023 17:00:04"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","37"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C5, C7, C8","5","0.1uF","C","","","",""
"C3","1","47uF","CP","","","",""
"C4","1",".1uF","C","","","",""
"C6","1","1uF","C","","","",""
"C9","1",".22uF","C","","","",""
"CON1","1","BARREL_JACK","BARREL_JACK","","","",""
"D1","1","B340A-13-F","D","","","",""
"D2","1","LED","LED","","","",""
"JP1","1","Jumper_NO_Small","Jumper_NO_Small","","","",""
"JP2","1","Jumper_NC_Small","Jumper_NC_Small","","","",""
"P1","1","S6B-PH-SM4-TB","CONN_01X06","S6B-PH-SM4-TB","","",""
"R1","1","8.2k","R","","","",""
"R2","1","390","R","","","",""
"R3","1","330","R","","","",""
"R4","1","240","R","","","",""
"R5, R6, R7","3","1k","R","","","",""
"R8, R9","2","0.11","R","","","",""
"R10, R11, R12, R13, R14, R15, R16, R17, R18","9","20k","R","","","",""
"RV1","1","10k","POT","","","",""
"TP1","1","TEST","TEST","","","",""
"U1","1","LM317S","LM317S","TO-263","","",""
"U2","1","A4988","A4988","","","",""
