"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_flora_mainboard_adafruit_flora_mainboard\current_version\working\working.kicad_sch"
"Date:","14/09/2023 02:54:30"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","50"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"BATT0","1","3-9VDC","JST_2PIN-SMT-RA","working:JST-PH-2-SMT-RA","","",""
"BOOT0","1","SPST_TACT-KMR2","SPST_TACT-KMR2","working:KMR2","","",""
"C4, C5, C6, C7, C8","5","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C9","1","10uF","RESISTOR_0805MP","working:_0805MP","","",""
"CN1","1","MiniB USB","USBMICRO_20329","working:4UCONN_20329","","",""
"D1, D2","2","SCHOTTKY","DIODESOD-123","working:SOD-123","","",""
"D6","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"GND3TAP0","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"GNDTAP0, GNDTAP2","2","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"IC1","1","ATMEGA32U4-AU","ATMEGA32U4-AU","working:TQFP44","","",""
"IC2","1","LP298XS","LP298XS","working:SOT23-5L","","",""
"IO9, IO10, IO12","3","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"JP1","1","ICSP","PINHD-2X3","working:2X03","","",""
"L0","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"L1","1","500mA","PTCFUSE-1206","working:R1206","","",""
"LED1","1","WS2812","WS2812","working:WS2812","","",""
"ON/OFF0","1","EG1390","DPDT-EG1390","working:EG1390","","",""
"PWR0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1, R2","2","22","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R3, R4","2","1K","RESISTOR_0805MP","working:_0805MP","","",""
"R5, R6","2","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R7","1","10K","RESISTOR_0805MP","working:_0805MP","","",""
"R8","1","150K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R9","1","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R10","1","2.2K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"RX0","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"RXLED0","1","YELLOW","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"SCL0","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"SDA0","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"T1","1","DMG3415","PMOSSOT23","working:SOT-23","","",""
"TX0","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"TXLED0","1","YELLOW","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"U$2, U$3, U$6","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"UNK3.3VTAP0","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"UNK3V3TAP2","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"VCC2","1","SEWTAP-2.0IN","SEWTAP-2.0IN","working:SEWINGTAP_2.0","","",""
"Y1","1","RESONATORSMD","RESONATORSMD","working:RESONATOR-SMD","","",""
