"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_picowbell_can_bus_pcb_adafruit_picowbell_can_bus\current_version\working\working.kicad_sch"
"Date:","15/09/2023 22:20:56"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","33"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C14","3","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3","1","1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C5, C6","2","47pF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C7, C8","2","15pF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C10, C11","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CAN0","1","3.5mm","TERMBLOCK_1X3","working:TERMBLOCK_1X3-3.5MM","","",""
"CB1","1","PICOWBELL_THM","PICOWBELL_THM","working:PICOWBELL_THM","","",""
"CONN1","1","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","PESD1CAN","PESD1CAN","working:SOT23","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC1","1","TJA1051T/3","CAN_TRANSCIEVER_TCAN1051V","working:SOIC8_150MIL","","",""
"IC2","1","MCP2515/ST","MCP2515/ST","working:SSOP20","","",""
"JP1, JP2","2","HEADER-1X20_70MIL","HEADER-1X20_70MIL","working:1X20_ROUND_70MIL","","",""
"JP5","1","HEADER-1X4ROUND","HEADER-1X4ROUND","working:1X04_ROUND","","",""
"R1, R2, R3","3","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","120","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1, SJ5, SJ6","3","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SW1","1","RKB2","SWITCH_TACT_SMT_RKB2","working:BTN_RKB2_4.6X2.8","","",""
"TERM0","1","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"TP1","1","TESTPOINTROUND1.5MM","TESTPOINTROUND1.5MM","working:TESTPOINT_ROUND_1.5MM","","",""
"U1","1","AP3602","AP3602","working:SOT23-6","","",""
"Y1","1","16MHz 9pF","CRYSTAL3.2X2.5","working:CRYSTAL_3.2X2.5","","",""
