"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_pn532_rfid_nfc_breakout_adafruit_pn532_breakout_v1_6\current_version\working\working.kicad_sch"
"Date:","16/09/2023 01:29:18"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","56"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","22pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3, C4","2","220pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C5, C6, C9, C10","4","NC","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C7, C8","2","100pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C11, C14, C16, C17, C20, C23, C24","7","0.1µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C12, C13","2","33pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C15","1","1000pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C19, C21, C22, C25, C26","5","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CN1","1","FTDI","FTDIUSBCABLE","working:1X06_ROUND","","",""
"FID1, FID2","2","FIDUCIAL1X2.5","FIDUCIAL1X2.5","working:FIDUCIAL-1X2.5","","",""
"JP1","1","SEL0","JUMPER3","working:JUMPER3","","",""
"JP2","1","SEL1","JUMPER3","working:JUMPER3","","",""
"JP3","1","HEADER-1X12","HEADER-1X12","working:1X12_ROUND","","",""
"JP4","1","HEADER-1X8ROUND","HEADER-1X8ROUND","working:1X08_ROUND","","",""
"JP5","1","HEADER-1X1ROUND","HEADER-1X1ROUND","working:1X01_ROUND","","",""
"L1, L2","2","FERRITE","FERRITE0805","working:0805","","",""
"L3, L4","2","560nH","INDUCTOR0805","working:0805","","",""
"LED1","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1","1","1.0K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2","1","1.69K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R3, R4","2","1.5","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R5, R6","2","NC","R-EU_R0201","working:R0201","","",""
"R7","1","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R8","1","TBD","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"TP1","1","TX1_POST","TESTPOINTROUND1MM","working:TESTPOINT_ROUND_1MM","","",""
"TP2, TP6","2","TGND","TESTPOINTROUND1MM","working:TESTPOINT_ROUND_1MM","","",""
"TP3","1","TX2_POST","TESTPOINTROUND1MM","working:TESTPOINT_ROUND_1MM","","",""
"TP4","1","TX2_PRE","TESTPOINTROUND1MM","working:TESTPOINT_ROUND_1MM","","",""
"TP5","1","TX1_PRE","TESTPOINTROUND1MM","working:TESTPOINT_ROUND_1MM","","",""
"TP7","1","RX","TESTPOINTROUND1MM","working:TESTPOINT_ROUND_1MM","","",""
"U1","1","PN532","PN532","working:HVQFN40-6X6","","",""
"U2","1","MIC5225-3.3V","VREG_SOT23-5","working:SOT23-5","","",""
"Y1","1","27.12MHz","CRYSTAL3.2X2.5","working:CRYSTAL_3.2X2.5","","",""
