"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_pitft_plus_3_2_pcb_adafruit_pitft_3_2in\current_version\working\working.kicad_sch"
"Date:","16/09/2023 00:16:56"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","49"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D3, D4","2","1N4148","DIODESOD-323","working:SOD-323","","",""
"GPIO5, GPIO6, GPIO12, GPIO13, GPIO16, GPIO19, GPIO20, GPIO21, GPIO26","9","TESTPOINT1.5X2.0MM_NOCREAM","TESTPOINT1.5X2.0MM_NOCREAM","working:PAD-1.5X2.0","","",""
"IC5","1","AXP803","AXP083-SAG","working:SOT23","","",""
"JP1","1","HEADER-2X13-SMT","HEADER-2X13-SMT","working:2X13_SMT_MALE","","",""
"Q2","1","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R15, R16, R17, R18","6","100","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R6, R7, R11","3","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R8","1","DNP","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R12, R13, R14, R20","4","3.9K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R22","1","22","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R23","1","22","RESISTOR_0805MP","working:_0805MP","","",""
"RPI1","1","RASPBERRYPI_BPLUS_SMT","RASPBERRYPI_BPLUS_SMT","working:RASPBERRYPI_BPLUS_SHIELD_SMT","","",""
"SJ1","1","WP","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SW1, SW2, SW3, SW4","4","SWITCH_PUSHBUTTONEVQ-PE","SWITCH_PUSHBUTTONEVQ-PE","working:TACT_PANA-EVQ","","",""
"U1","1","CAT24C32","EEPROM_I2C_SOIC8_GENERIC","working:SOIC8_150MIL","","",""
"U2","1","STMPE610","STMPE610","working:QFN16_3MM","","",""
"U$1","1","DISP_LCD_6LED_240X320_50PIN","DISP_LCD_6LED_240X320_50PIN","working:TFT_3.2IN_240X320_50PIN","","",""
"U$10, U$11, U$18","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"U$15, U$16, U$17, U$20","4","MOUNTINGHOLE2.5_THICK","MOUNTINGHOLE2.5_THICK","working:MOUNTINGHOLE_2.5_PLATED_THICK","","",""
"WPJ1","1","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
