"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adamgreig_icepill_icepill\current_version\working\working.kicad_sch"
"Date:","17/09/2023 21:38:40"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","34"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2, C3, C4, C5, C7","6","100n","C","icepill:0603","","",""
"C6, C8, C9","3","10µ","C","icepill:0805","","",""
"D1","1","LED","LED","icepill:0603-LED","","",""
"IC1","1","iCE40UP5K-SG48","iCE40UP5K-SG48","icepill:Lattice-SG48","iCE40 UP5K FPGA","",""
"IC2","1","AZ1117H-1.2","MCP1700","icepill:SOT223","LDO Voltage Regulator","",""
"J1","1","PMOD_1","CONN_01x06","icepill:SIL-254P-06","","",""
"J2","1","PMOD_2","CONN_01x06","icepill:SIL-254P-06","","",""
"J3","1","PMOD_3","CONN_01x06","icepill:SIL-254P-06","","",""
"J4","1","PMOD_4","CONN_01x06","icepill:SIL-254P-06","","",""
"J5","1","PMOD_5","CONN_01x06","icepill:SIL-254P-06","","",""
"J6","1","PMOD_6","CONN_01x06","icepill:SIL-254P-06","","",""
"J7","1","PMOD_7","CONN_02x06","icepill:DIL-254P-12","","",""
"J8","1","FPGA_A","CONN_01x05","icepill:SIL-254P-05","","",""
"J9","1","FPGA_B","CONN_01x05","icepill:SIL-254P-05","","",""
"R1, R4","2","100","R","icepill:0603","","",""
"R2, R3, R6","3","0","R","icepill:0603","","",""
"R5, R7, R8","3","DNF","R","icepill:0603","","",""
"U1","1","BlackPill","BlackPill","icepill:BlackPill","WeAct USB-C Black Pill with STM32F411","",""
"X1, X2, X3, X4","4","M3_MOUNT","PART","icepill:M3_MOUNT","","",""
