"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_hmc5883_mag_compass_sensor_pcb_adafruit_hmc5883l_compass\current_version\working\working.kicad_sch"
"Date:","14/09/2023 07:52:10"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C2","1","4.7uF","CAP_CERAMIC0805_10MGAP","working:0805_10MGAP","","",""
"C3, C5","2","10uF","C-USC0805","working:C0805","","",""
"C4","1","0.22uF","C-USC0805","working:C0805","","",""
"JP1","1","HEADER-1X676MIL","HEADER-1X676MIL","working:1X06_ROUND_76","","",""
"Q1, Q2","2","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2","2","10K","RESISTOR_0805MP","working:_0805MP","","",""
"R3, R4","2","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"U1","1","HMC5883L-T","HMC5883L","working:HMC5883L","","",""
"U2","1","MIC5225-3.3V","VREG_SOT23-5","working:SOT23-5","","",""
"U$8, U$9","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$10, U$11, U$12","3","FIDUCIAL","FIDUCIAL","working:FIDUCIAL_1MM","","",""
