"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adamgreig_m2_electronics_m2rl\current_version\working\working.kicad_sch"
"Date:","18/09/2023 00:12:25"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","24"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C7, C9","3","10µ","C","m2rl:C0603","","",""
"C2, C3, C5","3","100n","C","m2rl:C0603","","",""
"C4, C8","2","2µ2","C","m2rl:C0603","","",""
"C6","1","1n","C","m2rl:C0603","","",""
"D1","1","YELLOW","LED","m2rl:LED0603","","",""
"D2","1","CGA0402MLC-12G","CGA0402MLC-12G","m2rl:R0402","","",""
"D3, D4","2","GRN","LED","m2rl:LED0603","","",""
"IC1","1","ADuM5201","ADuM5201","m2rl:SOIC16W","","",""
"IC2","1","ADP3335","ADP3335","m2rl:MSOP8","","",""
"P1","1","CONN_01X02","CONN_01X02","m2rl:S02B-PASK-2","","",""
"P2","1","CONN_01X04","CONN_01X04","m2rl:S04B-PASK-2","","",""
"R1, R2, R3","3","100","R","m2rl:R0603","","",""
"TP3, TP4, TP5","3","TESTPAD","TESTPAD","m2rl:TESTPAD","","",""
"U1","1","XBEE","XBEE","m2rl:XBEE","","",""
