"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_lsm303_pcb_adafruit_lsm303dlhc\current_version\working\working.kicad_sch"
"Date:","15/09/2023 01:19:04"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C5","2","10µF","CAP_CERAMIC_0805","working:_0805","","",""
"C2","1","0.1uF","CAP_CERAMIC_0805","working:_0805","","",""
"C3","1","4.70µF","CAP_CERAMIC_0805","working:_0805","","",""
"C4","1","0.22µF","CAP_CERAMIC_0805","working:_0805","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X876MIL","HEADER-1X876MIL","working:1X08_ROUND_76","","",""
"Q1, Q2","2","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R3, R4","4","10K","RESISTOR_0805","working:_0805","","",""
"U1","1","LSM303DLHC","LSM303DLHC","working:LGA14","","",""
"U2","1","RT9193","VREG_SOT23-5","working:SOT23-5","","",""
"U$3, U$4","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
