"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_ds1841_pcb_ds1841_rev_a\current_version\working\working.kicad_sch"
"Date:","11/09/2023 16:56:06"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C2","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CONN1, CONN2","2","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC1","1","DS1841","DS1841","working:DFN10_3X3MM","","",""
"JP1","1","HEADER-1X4ROUND","HEADER-1X4ROUND","working:1X04_ROUND","","",""
"JP2","1","HEADER-1X6ROUND","HEADER-1X6ROUND","working:1X06_ROUND","","",""
"R1","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5","1","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"SJ1, SJ2","2","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"U$2, U$3, U$6, U$7","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
