"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_midi_featherwing_pcb_adafruit_midi_featherwing\current_version\working\working.kicad_sch"
"Date:","15/09/2023 09:39:30"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","17"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"D1","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"D2, D3","2","BLUE","LED0603","working:CHIPLED_0603","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"MIDIIN0","1","DIN_5","DIN_5","working:CP-2350","","",""
"MIDIOUT0","1","DIN_5","DIN_5","working:CP-2350","","",""
"MS1","1","FEATHERWING_NODIM","FEATHERWING_NODIM","working:FEATHERWING_NODIM","","",""
"OK2","1","H11LMS","H11LMS","working:DIL6-SMD","","",""
"R1","1","33","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2","1","220","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","470","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R4","1","10","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R5, R6","2","2.2K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"X1, X2","2","3.5mm","AUDIO_STEREOJACK","working:STX3100","","",""
