"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_itsybitsy_nrf52840_express_pcb_adafruit_itsybitsy_nrf52840_express\current_version\working\working.kicad_sch"
"Date:","14/09/2023 12:41:02"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","33"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","22pF","CAP_CERAMIC_0603MP","working:_0603MP","","",""
"C3, C4","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C5, C7, C8","3","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1, D3","2","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"D2","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"D+0","1","TPTP10R","TPTP10R","working:TP10R","","",""
"D-0","1","TPTP10R","TPTP10R","working:TP10R","","",""
"FID1, FID2, FID3, FID4","4","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC1","1","741G125DBV","741G125DBV","working:SOT23-5","","",""
"IC2","1","GD25Q16","SPIFLASH_8PINUX","working:USON8","","",""
"JP2, JP4","2","HEADER-1X14","HEADER-1X14","working:1X14_ROUND70","","",""
"L2","1","AP102-2020","APA1022020","working:APA102_2020","","",""
"MDBT1","1","MDBT50","MDBT50","working:MDBT50","","",""
"R1","1","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2","1","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R10, R11","2","22","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SW1, SW2","2","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"SWC0","1","TPTP13R","TPTP13R","working:TP13R","","",""
"SWD0","1","TPTP13R","TPTP13R","working:TP13R","","",""
"U2","1","AP2112(3.3V)","VREG_SOT23-5","working:SOT23-5","","",""
"X1","1","4u20329","USB_MICRO_20329_V2","working:4UCONN_20329_V2","","",""
"Y2","1","32.768","XTAL-3.2X1.5","working:XTAL3215","","",""
