"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_vs1053_breakout_pcb_adafruit_vs1053_breakout\current_version\working\working.kicad_sch"
"Date:","17/09/2023 03:12:48"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","38"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","220uF","CPOL-USC","working:PANASONIC_C","","",""
"C4, C5","2","10pF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C6, C7, C19, C20","4","10µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C8, C26","2","0.1µF","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"C21, C22","2","10nF (0.01uF)","CAP_CERAMIC_0805MP","working:_0805MP","","",""
"CN1","1","2908-05WB-M6","MICROSD","working:MICROSD","","",""
"D1","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"FB1, FB2","2","FERITTE","FERRITE_0805MP","working:_0805MP","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP2, JP3","2","HEADER-1X16ROUND","HEADER-1X16ROUND","working:1X16_ROUND","","",""
"R1","1","1M","RESISTOR_0805MP","working:_0805MP","","",""
"R2","1","100K","RESISTOR_0805MP","working:_0805MP","","",""
"R3, R4","2","20","RESISTOR_0805MP","working:_0805MP","","",""
"R6, R7","2","100","RESISTOR_0805MP","working:_0805MP","","",""
"R8, R9, R16","3","100K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R10","1","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"U1","1","VS1053B","VS1053B","working:LQFP48","","",""
"U2","1","AP7312-1833W6-7","VREG_SOT23-6_DUALAP7312","working:SOT23-6","","",""
"U3","1","74HC4050D","74HC4050D","working:SOIC16","","",""
"U$50, U$51, U$52, U$53","4","MOUNTINGHOLE3.0THIN","MOUNTINGHOLE3.0THIN","working:MOUNTINGHOLE_3.0_PLATEDTHIN","","",""
"Y1","1","ABM8G-12.288MHZ-4Y-T3","CRYSTAL3.2X2.5","working:CRYSTAL_3.2X2.5","","",""
