"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_max98306_class_d_amp_pcb_adafruit_max98306\current_version\working\working.kicad_sch"
"Date:","15/09/2023 05:07:45"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","19"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1µF","CAP_CERAMIC0805","working:0805","","",""
"C2, C3, C4, C5","4","1µF","CAP_CERAMIC0805","working:0805","","",""
"C6","1","10µF","CAP_CERAMIC0805","working:0805","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"J1","1","OUTL","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
"J2","1","OUTR","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
"JP1","1","PINHD-2X4","PINHD-2X4","working:2X04","","",""
"JP3","1","HEADER-1X970MIL","HEADER-1X970MIL","working:1X09_ROUND_70","","",""
"R1, R3, R4","3","100K","RESISTOR0805","working:0805","","",""
"R5","1","10K","RESISTOR0805","working:0805","","",""
"U1","1","MAX98306ETD+T","AUDIOAMP_MAX98306","working:TDFN14_3X3MM","","",""
"U$6, U$7","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
