"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\contextualelectronics_central_command_centralcommand\current_version\working\working.kicad_sch"
"Date:","19/09/2023 15:44:26"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C101, C104, C107","3",".1U","C","Capacitors_SMD:C_0805","","",""
"C102, C103","2","20P","C","Capacitors_SMD:C_0805","","",""
"C105, C108","2","1U","C","Capacitors_SMD:C_1206","","",""
"C106, C109","2","10U","C","Capacitors_SMD:C_1206","","",""
"L101","1","10uH","INDUCTOR","Inductors_NEOSID:Neosid_Inductor_SM1206","","",""
"P101, P102","2","CONN_01X10","CONN_01X10","Pin_Headers:Pin_Header_Straight_1x10","","",""
"P103, P105","2","CONN_01X04","CONN_01X04","Pin_Headers:Pin_Header_Straight_1x04","","",""
"P104, P106","2","CONN_01X02","CONN_01X02","Pin_Headers:Pin_Header_Straight_1x02","","",""
"U101","1","STM32F030C8","STM32F030C8","Housings_QFP:LQFP-48_7x7mm_Pitch0.5mm","","",""
"Y101","1","Crystal","Crystal","Crystals:Crystal_HC49-U_Vertical","","",""
