"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\8bitmixtape_8bit_eurorack_7hp_8bit_eurorack\current_version\working\working.kicad_sch"
"Date:","08/09/2023 21:52:28"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","54"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"board1","1","SVG2SHENZHEN","CONN_01X01","8Bit_Eurorack:8Bit_EuroRack-NEO_7hp","","",""
"C1, C2, C3","3","100nF","C","8Bit_Eurorack:C_1206_3d","","",""
"C4","1","10uF","C","8Bit_Eurorack:C_1206_3d","","",""
"D1, D2, D3, D4, D5, D6, D7, D8","8","SK6812","SK6812","8Bit_Eurorack:Mixtape_NEO_WS2812B_3d","","",""
"D-OUT1","1","LED","LED","8Bit_Eurorack:LED_PLCC_2835_Handsoldering","","",""
"D-PB0","1","LED","LED","8Bit_Eurorack:LED_PLCC_2835_Handsoldering","","",""
"D-POW1","1","LED","LED","8Bit_Eurorack:LED_PLCC_2835_Handsoldering","","",""
"D-SYNC1","1","LED","LED","8Bit_Eurorack:LED_PLCC_2835_Handsoldering","","",""
"J1, J2","2","CONN_01X04","CONN_01X04","8Bit_Eurorack:Angled_1x04_Pitch2.54mm-3d","","",""
"J4","1","Con_3-5V","CONN_01X02","8Bit_Eurorack:Bat_connector_SMD","","",""
"J5","1","Conn_01x02","Conn_01x02","Socket_Strips:Socket_Strip_Angled_1x02_Pitch2.54mm","Generic connector, single row, 01x02, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J6, J9","2","Sync_Jumper","CONN_01X02_MALE","8Bit_Eurorack:Sync_jumper_small","","",""
"J7","1","Conn_02x05_Odd_Even","Conn_02x05_Odd_Even","8Bit_Eurorack:Pin_Header_Angled_2x05_Pitch2.54mm_with_space_for_con","Generic connector, double row, 02x05, odd/even pin numbering scheme (row 1 odd numbers, row 2 even numbers), script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J8","1","Conn_01x02","Conn_01x02","Pin_Headers:Pin_Header_Angled_1x02_Pitch2.54mm","Generic connector, single row, 01x02, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"Jack1, Jack2, Jack3, Jack4, Jack5, Jack6, Jack7","7","JACK_2P","JACK_2P","8Bit_Eurorack:PJ301M-12_dusjagr_3d","","",""
"POT1-MAIN1","1","POT 10K lin","POT","8Bit_Eurorack:RD901F-ALPHA-3D","","",""
"POT2-CV1","1","POT 10K lin","POT","8Bit_Eurorack:RD901F-ALPHA-3D","","",""
"R1, R2, R3, R4, R5","5","22k","R","8Bit_Eurorack:R_1206_3d","","",""
"R6, R7","2","22K","R","8Bit_Eurorack:R_1206_3d","","",""
"R8, R9","2","330","R","8Bit_Eurorack:R_1206_3d","","",""
"R10, R11","2","4.7K","R","8Bit_Eurorack:R_1206_3d","","",""
"R12, R13, R14, R15","4","1K","R","8Bit_Eurorack:R_1206_3d","","",""
"SW2, SW3","2","SW_Push","SW_Push","8Bit_Eurorack:TACTILE-PTH_3d","","",""
"SW4","1","SW_Push","SW_Push","8Bit_Eurorack:SW_SPST_3d","","",""
"U1","1","ATTINY85-20SU","ATTINY85-20SU","8Bit_Eurorack:DIP-8_Attiny_with_Socket_3d","","",""
"U3","1","7805","7805","TO_SOT_Packages_SMD:TO-252-3_TabPin2","","",""
