"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adamgreig_drhouse_loraine_node\current_version\working\working.kicad_sch"
"Date:","17/09/2023 21:15:15"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","47"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","16pF","C","Capacitors_SMD:c_0805","","",""
"C3","1","0.33uF","CP1","Capacitors_SMD:c_0805","","",""
"C4, C5, C6","3","0.1uF","C","Capacitors_SMD:c_0805","","",""
"CON1","1","BARREL_JACK","BARREL_JACK","Connect:BARREL_JACK","","",""
"IC1","1","ATTINY2313A-S","ATTINY2313A-S","SMD_Packages:SO20L","","",""
"K1","1","LED1","CONN_3","Connect:SIL-3","","",""
"K2","1","LED2","CONN_3","Connect:SIL-3","","",""
"K3","1","LED3","CONN_3","Connect:SIL-3","","",""
"P1","1","POWER_THRU","CONN_2","molex-22-23-2021:SIL-2","","",""
"P2","1","POWER","CONN_2","molex-22-23-2021:SIL-2","","",""
"P3","1","SOLDER_PAD","CONN_2","solder_pad:SIL-2","","",""
"P4","1","BUS","CONN_2","Pin_Headers:Pin_Header_Straight_2x03","","",""
"P5","1","BUS_THRU","CONN_2","Pin_Headers:Pin_Header_Straight_2x08","","",""
"P6","1","ICSP","CONN_3X2","molex-22-23-2021:SIL-2","","",""
"P7","1","OUTPUTS","CONN_8X2","molex-22-23-2021:SIL-2","","",""
"P8","1","+5V","TST","","","",""
"P9","1","BUS_RX","TST","","","",""
"Q1, Q2, Q3, Q4, Q5, Q6, Q7, Q8","8","TSM3460CX6","MOS_N","to126:TO126","","",""
"R1, R2, R3, R4, R5, R6, R7, R8","8","240","R","SMD_Packages:SM0805","","",""
"R9, R10, R11, R12, R13, R14, R15, R16","8","10k","R","SMD_Packages:SM0805","","",""
"U1","1","UA7805CKCT","UA7805CKCT","TO-220","","",""
"U2","1","SN65176BD","SN65176BD","SMD_Packages:SO8E","","",""
"X1","1","16MHz","CRYSTAL","Crystals:Crystal_HC49-SD_SMD","","",""
