"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_grayscale_1_5_inch_128x128_oled_pcb_adafruit_grayscale_1_5_inch_128x128_oled\current_version\working\working.kicad_sch"
"Date:","14/09/2023 07:05:02"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","38"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C8","2","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C2, C3, C7, C14, C15, C16","6","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C17","1","1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"CONN1, CONN4","2","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"D2","1","MBR120","DIODESOD-123","working:SOD-123","","",""
"D3, D4, D5","3","1N4148","DIODESOD-323","working:SOD-323","","",""
"FID3, FID4","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC5","1","APX803","AXP083-SAG","working:SOT23","","",""
"JP2","1","HEADER-1X870MIL","HEADER-1X870MIL","working:1X08_ROUND_70","","",""
"L1","1","10uH","INDUCTOR","working:INDUCTOR_1007","","",""
"Q2","1","BSS138","MOSFET-N_DUAL","working:SOT363","","",""
"R1, R7","2","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R2, R3","2","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R6","1","100K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R9","1","390K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"SJ1, SJ2","2","SOLDERJUMPERCLOSED","SOLDERJUMPERCLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SJ3","1","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"U2","1","AP2112K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","FAN5331SX","FAN5331","working:SOT23-5@1","","",""
"U$1, U$17, U$19, U$21","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","OLED_1.5_128X128_MONO","OLED_1.5_128X128_MONO","working:OLED_1.5IN_128X128MONO","","",""
