"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_ad8495_breakout_pcb_adafruit_ad849x_thermo\current_version\working\working.kicad_sch"
"Date:","09/09/2023 16:27:06"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","17"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C4","2","0.01uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3","1","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1","1","TLVH431","SHUNT-VREF","working:SOT23-R","","",""
"FB1","1","ferrite","FERRITE0805","working:0805","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X4ROUND","HEADER-1X4ROUND","working:1X04_ROUND","","",""
"R1, R2","2","100","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R3","1","1M","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R4","1","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"U1","1","AD8495ARMZ ","AD849X","working:MSOP8_0.65MM","","",""
"U$11, U$12","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","3.5mm terminal","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
