"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_pitft_2_8_inch_display_pcb_adafruit_pitft_2_8inch_resistive_pcb\current_version\working\working.kicad_sch"
"Date:","15/09/2023 23:52:39"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","33"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C5","2","10uF","C-USC0805K","working:C0805K","","",""
"C2, C3, C4","3","0.1uF","C-USC0805K","working:C0805K","","",""
"IC4","1","LP298XS","LP298XS","working:SOT23-5L","","",""
"IC5","1","AXP803","AXP083-SAG","working:SOT23","","",""
"JP1","1","HEADER-2X13","HEADER-2X13","working:2X13","","",""
"Q1","1","MMBT2222","-NPN-SOT23-BEC","working:SOT23-BEC","","",""
"R1, R2, R3, R4","4","100","R-US_R0805","working:R0805","","",""
"R5, R9","2","1K","R-US_R0805","working:R0805","","",""
"R6, R7, R8","3","10K","R-US_R0805","working:R0805","","",""
"R10, R11","2","22","R-US_R0805","working:R0805","","",""
"SW1, SW2, SW3, SW4","4","SWITCH_PUSHBUTTONEVQ-PE","SWITCH_PUSHBUTTONEVQ-PE","working:TACT_PANA-EVQ","","",""
"U2","1","STMPE610","STMPE610","working:QFN16_3MM","","",""
"U$2","1","DISP_LCD_1.28IN_240X320_50PIN","DISP_LCD_1.28IN_240X320_50PIN","working:TFT_2.83IN_240X320_50PIN","","",""
"U$3","1","RASPBERRYPI_B_MODELB_V2","RASPBERRYPI_B_MODELB_V2","working:RASPBERRYPIV2_SHIELD","","",""
"U$10, U$11, U$18","3","FIDUCIAL","FIDUCIAL","working:FIDUCIAL_1MM","","",""
"U$15, U$16, U$17","3","MOUNTINGHOLE2.5_THICK","MOUNTINGHOLE2.5_THICK","working:MOUNTINGHOLE_2.5_PLATED_THICK","","",""
