"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\contextualelectronics_loudmouth_classd\current_version\working\working.kicad_sch"
"Date:","20/09/2023 19:00:00"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","63"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","470N","C","Capacitors_SMD:C_1206_HandSoldering","","",""
"C2, C5, C6, C23, C24","5","470N","C","Capacitors_SMD:C_1206","","",""
"C3, C4, C8, C10","4","1N","C","Capacitors_SMD:C_0805","","",""
"C7, C11, C17, C19, C22","5","2.2U","C","Capacitors_SMD:C_1206","","",""
"C9, C12, C13, C14, C15, C16, C18, C25, C26, C27, C28","11","100N","C","Capacitors_SMD:C_0805","","",""
"C20, C21","2","330P","C","Capacitors_SMD:C_0805","","",""
"C29, C30","2","1000U","CP","ClassD:c_elec_13.6x13.6","","",""
"D1","1","LED","LED","LEDs:LED_0805","","",""
"FB1, FB2, FB3, FB4, FB5, FB6, FB7, FB8","8","Ferrite","INDUCTOR_SMALL","Resistors_SMD:R_0805","","",""
"L1, L2, L3, L4","4","15U","INDUCTOR-POL","ClassD:NRS6045T150MMGK","","",""
"P1","1","RedRCA","CONN_01X02","ClassD:RCJ1x","","",""
"P2","1","WhiteRCA","CONN_01X02","ClassD:RCJ1x","","",""
"P3, P4, P5","3","CONN_01X02","CONN_01X02","Pin_Headers:Pin_Header_Straight_1x02","","",""
"R1, R2","2","33K","R","Resistors_SMD:R_0805","","",""
"R3","1","NOPE","R","Resistors_SMD:R_0805","","",""
"R4","1","39K","R","Resistors_SMD:R_0805","","",""
"R5, R9, R10","3","22","R","Resistors_SMD:R_0805","","",""
"R6","1","100K","R","Resistors_SMD:R_0805","","",""
"R7, R8","2","0","R","Resistors_SMD:R_0805","","",""
"R11","1","499","R","Resistors_SMD:R_0805","","",""
"SW1, SW2","2","SW_PUSH","SW_PUSH","ClassD:FSM2JSMAA-ND","","",""
"U1","1","TDA7491LP","TDA7491LP","ClassD:PowerSSO36-EPD","","",""
"U2","1","MCP1700T","MCP1700T","TO_SOT_Packages_SMD:SOT-23","","",""
