"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_trellis_adafruit_trellis_4x4_3mm_ht16k33\current_version\working\working.kicad_sch"
"Date:","16/09/2023 20:32:54"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","41"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"A0, A1, A2","3","SOLDERJUMPERREFLOW_NOPASTE","SOLDERJUMPERREFLOW_NOPASTE","working:SOLDERJUMPER_REFLOW_NOPASTE","","",""
"C1, C2, C3, C4","4","CAP_CERAMIC_0805","CAP_CERAMIC_0805","working:_0805","","",""
"C5","1","10uF","CAP_CERAMIC_0805","working:_0805","","",""
"D1, D2, D5, D6, D7, D8, D9, D10, D11, D12, D13","11","1N4148","DIODESOD-323","working:SOD-323","","",""
"D4","1","1N4148","DIODESOD-323F","working:SOD-323F","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP1, JP2, JP3, JP4","4","HEADER-1X5EDGESMT","HEADER-1X5EDGESMT","working:1X5_SMT","","",""
"LED1","1","TBD","LED-3MM-4X4GRID-3MM","working:LED3MM-4X4GRID","","",""
"R1, R2","2","10K","RESISTOR_0805","working:_0805","","",""
"R3, R4, R5","3","47K","R-US_R0805","working:R0805","","",""
"SW1","1","SWITCH-SILICON-4X4GRID-10MM-5.4MM","SWITCH-SILICON-4X4GRID-10MM-5.4MM","working:ELAST_PAD_SQUARE_10MM_5.4MM_4X4GRID","","",""
"TP1, TP2, TP3, TP4","4","TESTPOINT","TESTPOINT","working:TESTPOINT_SMT","","",""
"U1","1","HT16K33 28SOP","HT16K33_SOP28","working:SOP28_300MIL","","",""
"U$1, U$2","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
