"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_16x2_lcd_pi_plate_adafruit_rgblcdplate\current_version\working\working.kicad_sch"
"Date:","09/09/2023 10:33:59"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","15"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"A0, A1, A2","3","SOLDERJUMPER_2WAY","SOLDERJUMPER_2WAY","working:SOLDERJUMPER_2WAY_OPEN_NOPASTE","","",""
"BLUE0","1","220","R-US_0207/10","working:0207_10","","",""
"DOWN0","1","10-XX","10-XX","working:B3F-10XX","","",""
"GREEN0","1","330","R-US_0207/10","working:0207_10","","",""
"IC1","1","MCP23017SP2","MCP23017SP2","working:DIL28-3-ROUND","","",""
"LEFT0","1","10-XX","10-XX","working:B3F-10XX","","",""
"RED0","1","220","R-US_0207/10","working:0207_10","","",""
"RIGHT0","1","10-XX","10-XX","working:B3F-10XX","","",""
"SELECT0","1","10-XX","10-XX","working:B3F-10XX","","",""
"TM1","1","10K","TRIM","working:6MM","","",""
"U$1","1","HD44780LCD_RGBLONGPINS","HD44780LCD_RGBLONGPINS","working:LCD1602-RGB","","",""
"U$4","1","RASPBERRYPI_BB","RASPBERRYPI_BB","working:RASBERRYPI_SHIELD","","",""
"UP0","1","10-XX","10-XX","working:B3F-10XX","","",""
