"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_1_5inch_color_oled_pcb_adafruit_1_5_128x128_rgb_oled\current_version\working\working.kicad_sch"
"Date:","09/09/2023 12:59:20"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","32"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C2","2","10uF/16V","CAP_CERAMIC0805","working:0805","","",""
"C3, C4","2","1.0uF","CAP_CERAMIC0805","working:0805","","",""
"C5, C6, C7, C9","4","10uF","CAP_CERAMIC0805","working:0805","","",""
"C8","1","0.1uF","CAP_CERAMIC0805","working:0805","","",""
"CN1","1","microSD","MICROSD","working:MICROSD","","",""
"D1, D3","2","1N4148","DIODESOD-323","working:SOD-323","","",""
"D2","1","BAT54T1G","DIODESOD-123","working:SOD-123","","",""
"JP1","1","HEADER-1X1176MIL","HEADER-1X1176MIL","working:1X11_ROUND_76","","",""
"L1","1","10uH","INDUCTOR","working:INDUCTOR_1007","","",""
"R4","1","600K","RESISTOR0805","working:0805","","",""
"R5","1","50","RESISTOR0805","working:0805","","",""
"R6","1","100K","RESISTOR0805","working:0805","","",""
"R7, R8","2","10K","RESISTOR0805","working:0805","","",""
"SJ1","1","BS0","SOLDERJUMPERREFLOW_NOPASTE","working:SOLDERJUMPER_REFLOW_NOPASTE","","",""
"U1","1","UG-2828GDEDF11","DISP_OLED_UG-2828GDEDF11TOP","working:FPC_XF2M-3015-1A","","",""
"U2","1","MIC5225-3.3v","VREG_SOT23-5","working:SOT23-5","","",""
"U3","1","FAN5331SX","FAN5331","working:SOT23-5@1","","",""
"U4","1","74HC4050D","74HC4050D","working:SOIC16","","",""
"U$22, U$23, U$24, U$25","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$26, U$27, U$29","3","FIDUCIAL","FIDUCIAL","working:FIDUCIAL_1MM","","",""
