"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_stemma_soil_sensor_pcb_adafruit_stemma_soil_sensor\current_version\working\working.kicad_sch"
"Date:","16/09/2023 16:23:33"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","18"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C3, C5","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"FID1, FID2","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"IC1","1","ATSAMD10D14A","ATSAMD10D14A","working:QFN24_4MM","","",""
"Q3","1","2N7002D","MOSFET-N_DUAL","working:SOT363","","",""
"R1, R2","2","1K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R6","1","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"SJ8, SJ9","2","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"TP1, TP2, TP4","3","TPTP15R","TPTP15R","working:TP15R","","",""
"TP3","1","TPTP10R","TPTP10R","working:TP10R","","",""
"U2","1","MIC5225-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"X1","1","STEMMA_I2C_RASMT","STEMMA_I2C_RASMT","working:JSTPH4","","",""
