"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\aylons_kicad_source_mirror_ecc83_pp_v2\current_version\working\working.kicad_sch"
"Date:","27/09/2023 14:35:04"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","15"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF","C","discret:C2V10","","",""
"C2","1","680nF","C","discret:C2","","",""
"P1","1","IN","CONN_2","connect:bornier2","","",""
"P2","1","OUT","CONN_2","connect:bornier2","","",""
"P3","1","POWER","CONN_2","connect:bornier2","","",""
"P4","1","CONN_2","CONN_2","connect:bornier2","","",""
"P5, P6, P7, P8","4","CONN_1","CONN_1","connect:1pin","","",""
"R1, R2","2","1.5K","R","discret:R3","","",""
"R3","1","100K","R","discret:R3","","",""
"R4","1","47K","R","discret:R3","","",""
"U1","1","ECC83","ECC83","Valves:VALVE-ECC-83-1","","",""
