"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_16_channel_pwm_servo_driver_pcb_adafruit_pca9685_rev_c\current_version\working\working.kicad_sch"
"Date:","09/09/2023 10:48:31"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","38"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2","1","CPOL-USE3.5-8","CPOL-USE3.5-8","working:E3,5-8","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"J1","1","TERMBLOCK_1X2","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
"JP1, JP2, JP5, JP6","4","HEADER-3X04","HEADER-3X04","working:3X04","","",""
"JP3, JP4","2","PINHD-1X6CB","PINHD-1X6CB","working:1X06-CLEANBIG","","",""
"LED1","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"Q1","1","AOD417","MOSFET-PTO252","working:TO252","","",""
"R1, R2","2","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R7","1","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R10","1","470","RESISTOR_0805MP","working:_0805MP","","",""
"R11, R12, R13, R14","4","220","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"SJ_A0, SJ_A1, SJ_A2, SJ_A3, SJ_A4, SJ_A5","6","SOLDERJUMPERREFLOW_NOPASTE","SOLDERJUMPERREFLOW_NOPASTE","working:SOLDERJUMPER_REFLOW_NOPASTE","","",""
"TP1, TP2, TP3, TP4, TP5, TP6","6","TESTPOINTROUND1MM","TESTPOINTROUND1MM","working:TESTPOINT_ROUND_1MM","","",""
"U1","1","PCA9685","PCA9685","working:TSSOP28","","",""
"U$47, U$48, U$49, U$50","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
