"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_powerboost_1000c_adafruit_powerboost_1000c_rev_b\current_version\working\working.kicad_sch"
"Date:","16/09/2023 01:53:25"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","42"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"B1","1","JST 2-PH","BATTERY","working:JSTPH2","","",""
"C1, C7, C8","3","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2","1","2.2uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C4","1","0.1uF","CAP_CERAMIC0805_10MGAP","working:0805_10MGAP","","",""
"C6","1","100uF","C-USC1210","working:C1210","","",""
"CHRG/LBO0","1","ORANGE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"CN1","1","USBA_FEMALE","USB_TYPEAPTHFML","working:USB_HOST-PTH","","",""
"CN4","1","MicroUSB","USBMICRO_20329","working:4UCONN_20329","","",""
"DONE0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"JP2","1","HEADER-1X8ROUND","HEADER-1X8ROUND","working:1X08_ROUND","","",""
"L1","1","6.8uH","INDUCTORTDK_VLC5045","working:INDUCTOR_5X5MM_TDK_VLC5045","","",""
"LED1","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"LED2","1","BLUE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"R1","1","1.87M","RESISTOR_0805MP","working:_0805MP","","",""
"R2","1","340K","RESISTOR_0805MP","working:_0805MP","","",""
"R3","1","1.87M","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R4, R13","2","200K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R5, R8, R14, R20","4","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R6","1","270K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R7, R17","2","100K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R9","1","43K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R10","1","49.9K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R11","1","75K 1%","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R12","1","49.9K 1%","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R16","1","1.0K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"T1","1","MMUN2133LT1G","-PNP_DRIVER-SC59-BEC","working:SC59-BEC","","",""
"THERM0","1","15K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"U1","1","TPS61090RSAR","VREG_TPS6103X","working:PVQFN-16","","",""
"U2","1","MCP73871","MCP73871","working:QFN20_4MM","","",""
"U$10, U$11","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","TERMBLOCK_1X2","TERMBLOCK_1X2","working:TERMBLOCK_1X2-3.5MM","","",""
