"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\dangerousprototypes_breakout_boards_bp_demo_v5a\current_version\working\working.kicad_sch"
"Date:","21/09/2023 18:20:44"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","16"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"ANALOG0","1","PINHD-1X2","PINHD-1X2","working:1X02","","",""
"BP0","1","HDR-BUSPIRATE","HDR-BUSPIRATE","working:HDR-BUSPIRATE","","",""
"C1","1","0.1uF","CAPC603","working:C603","","",""
"DEVICE0","1","PINHD-2X2","PINHD-2X2","working:2X02","","",""
"ICSP1","1","HEADER_PRG_PIC_ICSPB","HEADER_PRG_PIC_ICSPB","working:HEADER_PRG_1X05_ICSP_B","","",""
"LED1, LED2","2","LED805","LED805","working:LED-805","","",""
"PROTOCOL0","1","PINHD-2X2","PINHD-2X2","working:2X02","","",""
"R1, R2","2","1k","RESISTORR603","working:R603","","",""
"RN1, RN2","2","10k","RNETWORK","working:RN8P-4R-CRA06S","","",""
"U1","1","PIC16F1829SS","PIC16F1829SS","working:SSOP20","","",""
"U$1","1","DINA4_L","DINA4_L","working:DP_LOGO","","",""
"U$9, U$10","2","JUMP2X2_DESC","JUMP2X2_DESC","working:JUMP2X2_DESC","","",""
