"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\npoole_evacuation_bench_controller_bench_controller\current_version\working\working.kicad_sch"
"Date:","14/09/2023 15:17:20"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","66"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"B1","1","ARDUINO_UNO_R3_SHIELDNOLABELS","ARDUINO_UNO_R3_SHIELDNOLABELS","working:UNO_R3_SHIELD_NOLABELS","","",""
"D2, D3, D4","3","DIODE-BAS16J","DIODE-BAS16J","working:SOD-323","","",""
"D5, D6, D7, D8","4","3A/10V/280mV","DIODE-SCHOTTKY-BAT60A","working:SOD-323","","",""
"D9, D10, D11, D12, D13, D14, D15, D16, D17, D18, D19, D20, D21, D22, D24, D25, D26","17","APA102-2020","APA102-2020","working:APA102-2020","","",""
"D23","1","LED5MM","LED5MM","working:LED_5MM","","",""
"FRAME1","1","FRAME-LEDGER","FRAME-LEDGER","working:CREATIVE_COMMONS","","",""
"J1, J2, J3, J8, J10","5","CONN_031X03_NO_SILK","CONN_031X03_NO_SILK","working:1X03_NO_SILK","","",""
"J4, J5, J6, J7, J9, J11, J12, J13","8","CONN_021X02_NO_SILK","CONN_021X02_NO_SILK","working:1X02_NO_SILK","","",""
"Q1, Q2, Q3","3","MOSFET-NCH-FDS6630A","MOSFET-NCH-FDS6630A","working:SO08","","",""
"R3, R5, R7, R9, R10, R11, R12, R13, R14, R15, R16","11","10KOHM-0603-1/10W-1%","10KOHM-0603-1/10W-1%","working:0603","","",""
"R4, R6, R8","3","1MOHM-0603-1/4W-5%","1MOHM-0603-1/4W-5%","working:0603","","",""
"R17","1","1KOHM-0603-1/10W-1%","1KOHM-0603-1/10W-1%","working:0603","","",""
"S1, S2, S3, S4, S5, S7, S8","7","MECHANICAL-KEYBOARD1U","MECHANICAL-KEYBOARD1U","working:CHERRY-MX-LED-1U","","",""
"S6","1","SWITCH-SPDT-PTH-11.6X4.0MM","SWITCH-SPDT-PTH-11.6X4.0MM","working:SWITCH_SPDT_PTH_11.6X4.0MM","","",""
