"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\acheronproject_acheronruler_ruler\current_version\working\working.kicad_sch"
"Date:","09/09/2023 19:56:48"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","10"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"J1","1","TYPE-C-31-M12_13","TYPE-C-31-M12_13-acheronSymbols","acheron_Connectors:TYPE-C-31-M-12","","",""
"J2","1","Conn_01x14","Conn_01x14","acheron_Connectors:PinHeader_1x14_P2.54mm_Vertical","Generic connector, single row, 01x14, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J3","1","Conn_ARM_JTAG_SWD_10","Conn_ARM_JTAG_SWD_10","acheron_Connectors:Conn_ARM_JTAG_SWD_10","Cortex Debug Connector, standard ARM Cortex-M SWD and JTAG interface","",""
"QRST1","1","DTC123J","DTC123J","Package_TO_SOT_SMD:SOT-23","Digital NPN Transistor, 2k2/47k, SOT-23","",""
"SW1","1","MXSwitch","MXSwitch-acheronSymbols","acheron_MX:MX100","","",""
"SW2","1","AlpsSwitch","MXSwitch-acheronSymbols","acheron_MX_SolderMask:MXA100","","",""
"SW3","1","ChocSwitch","MXSwitch-acheronSymbols","acheron_Choc:C100","","",""
"SWRST1","1","SW_Push","SW_Push","acheron_Hardware:smdPushBtn","Push button switch, generic, two pins","",""
"U1","1","STM32F072-LQFP48","STM32F072-LQFP48-acheronSymbols","acheron_Components:LQFP-48_7x7mm_P0.5mm","","",""
"U3","1","MCP1700-3302E_SOT23","MCP1700-3302E_SOT23-Regulator_Linear","Package_TO_SOT_SMD:SOT-23","","",""
