"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_ens160_pcb_adafruit_ens160\current_version\working\working.kicad_sch"
"Date:","11/09/2023 17:51:23"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","21"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO","","",""
"C2, C3, C4","3","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"CONN3, CONN4","2","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"D2","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"FID3, FID4","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP2","1","HEADER-1X870MIL","HEADER-1X870MIL","working:1X08_ROUND_70","","",""
"Q2","1","BSS138","MOSFET-N_DUAL","working:SOT363","","",""
"R1, R4, R5","3","10K","RESISTOR_0603_NOOUT","working:0603-NO","","",""
"R3","1","10K pack","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"SJ1","1","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"U1","1","AP7312-1833","VREG_SOT23-6_DUALAP7312","working:SOT23-6","","",""
"U$1, U$17","2","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","ENS160","ENS160","working:ENS160","","",""
