"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\aewallin_ada4898_lna_ada4898_lna\current_version\working\working.kicad_sch"
"Date:","22/09/2023 23:27:02"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","72"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C101, C102, C103, C104, C105, C106, C110, C111, C112, C113, C114, C115, C116, C117","14","C","C","Capacitors_SMD:C_0805","","",""
"C107","1","150n","C","Capacitors_SMD:C_0805","","",""
"C108","1","1n5","C","Capacitors_SMD:C_0805","","",""
"C109","1","120p","C","Capacitors_SMD:C_0805","","",""
"C118, C119, C120, C121, C122, C123, C124, C125, C126, C127, C128, C129, C130, C131","14","C","C","Capacitors_SMD:C_1210","","",""
"C132, C133","2","6u8","C","Capacitors_SMD:C_1210","","",""
"C134","1","1u5","C","Capacitors_SMD:C_1210","","",""
"C135","1","150n","C","Capacitors_SMD:C_1210","","",""
"J101, J102, J103, J104","4","CONN_01X01","CONN_01X01","Mounting_Holes:MountingHole_3.2mm_M3_DIN965_Pad","","",""
"P101, P105","2","BNC","BNC","awallinKiCadFootprints_git:BNC_2PIN","","",""
"P102, P107","2","SMA","BNC","awallinKiCadFootprints:CONNECTOR_SMA_Straight","","",""
"P103, P106","2","CONN_02X04","CONN_02X04","Pin_Headers:Pin_Header_Straight_2x04_Pitch2.54mm_SMD","","",""
"P104","1","HI-BW_SELECT","CONN_02X04","Pin_Headers:Pin_Header_Straight_2x04_Pitch2.54mm_SMD","","",""
"P108","1","LO-BW_SELECT","CONN_02X04","Pin_Headers:Pin_Header_Straight_2x04_Pitch2.54mm_SMD","","",""
"R101","1","1M","R","Resistors_SMD:R_0805","","",""
"R102, R103","2","120R","R","Resistors_SMD:R_0805","","",""
"R104","1","600R","R","Resistors_SMD:R_0805","","",""
"R105, R108, R113, R114","4","10k","R","Resistors_SMD:R_0805","","",""
"R106","1","1k1","R","Resistors_SMD:R_0805","","",""
"R107, R109, R112","3","1k","R","Resistors_SMD:R_0805","","",""
"R110, R115","2","499R","R","Resistors_SMD:R_0805","","",""
"R111, R119","2","49R9","R","Resistors_SMD:R_0805","","",""
"R116","1","54R9","R","Resistors_SMD:R_0805","","",""
"R117","1","590","R","Resistors_SMD:R_0805","","",""
"R118","1","499","R","Resistors_SMD:R_0805","","",""
"R120","1","R","R","Resistors_SMD:R_0805","","",""
"R121","1","0R","R","Resistors_SMD:R_0805","","",""
"U101, U102, U103, U104","4","ADA4898-1","ADA4898-1-aw","Housings_SOIC:SOIC-8-1EP_3.9x4.9mm_Pitch1.27mm","","",""
