"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_ft232h_breakout_pcb_adafruit_ft232h_original\current_version\working\working.kicad_sch"
"Date:","14/09/2023 05:40:44"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","31"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C3, C4, C5","4","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C6, C7, C8","4","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"FB1, FB2","2","Ferrite","FERRITE_0805","working:_0805","","",""
"FID1, FID2","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"IC1","1","9376?A","9376?A","working:SOT23-6","","",""
"IC2","1","FT232HQ","FT232HQ","working:QFN48_8MM","","",""
"LED1","1","green","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"LED2","1","red","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"Q1","1","RESONATORSMD","RESONATORSMD","working:RESONATOR-SMD","","",""
"R1, R7","2","12K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2","1","12K 1%","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R3, R4","2","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R5","1","2.2K","RESISTOR_0805MP","working:_0805MP","","",""
"R6","1","4.7K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"U$2, U$3","2","PINHD-1X10","PINHD-1X10","working:1X10-BIG","","",""
"U$4, U$5, U$6, U$7","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"X1","1","MiniB","USBMICRO_20329","working:4UCONN_20329","","",""
