"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_bme280_breakout_pcb_adafruit_bme280\current_version\working\working.kicad_sch"
"Date:","11/09/2023 11:32:49"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","17"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1, C3","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D2","1","1N4148","DIODESOD-323","working:SOD-323","","",""
"JP2","1","HEADER-1X770MIL","HEADER-1X770MIL","working:1X07_ROUND_70","","",""
"Q3, Q4","2","BSS138","MOSFET-NWIDE","working:SOT23-WIDE","","",""
"R1, R2, R7, R8","4","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R4","1","10K","RESISTOR_0805MP","working:_0805MP","","",""
"U1","1","BME280","BME280","working:BME280","","",""
"U2","1","MIC5225-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$5, U$15","2","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"U$7, U$8","2","MOUNTINGHOLE2.0","MOUNTINGHOLE2.0","working:MOUNTINGHOLE_2.0_PLATED","","",""
