"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\axello_kicad_stickhub\current_version\working\working.kicad_sch"
"Date:","26/09/2023 23:14:40"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","93"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","1uF 10V","Csmall","Capacitor_SMD:1608_C","","",""
"C2, C5, C6, C7, C8, C9, C10, C11, C12, C13","10","0.1uF","Csmall","Capacitor_SMD:1608_C","","",""
"C3, C4","2","10uF 6.3V","Csmall","Capacitor_SMD:1608_C","","",""
"C14, C15, C16, C17, C18, C19, C20, C21","8","0.1uF 100V","Csmall","Capacitor_SMD:1608_C","","",""
"C22, C23, C24, C25, C26, C27, C29, C30, C31, C32, C33, C34, C35, C36, C37","15","22uF 10V","Csmall","Capacitor_SMD:1608_C","","",""
"C28","1","15nF","Csmall","Capacitor_SMD:1608_C","","",""
"D1, D2, D3, D4, D5, D6, D7, D8, D9, D10, D11, D12, D13, D14, D22, D23","16","TVS","D_TVS_Filled","Diode_SMD:1006_C","Bidirectional transient-voltage-suppression diode, filled shape","",""
"D15, D16, D17, D18, D19, D20, D21","7","USB","LED_DUAL_red_green","LED_SMD:Duo_LED_1.6x0.8_Kingbright_APHB1608LZGKSURKC","","",""
"D24, D25","2","5V","D_TVS_Filled","Diode_SMD:1006_C","Bidirectional transient-voltage-suppression diode, filled shape","",""
"H1","1","Strap","MountingHole","MountingHole:Plain_Hole_3mm","Mounting Hole without connection","",""
"J1","1","HOST","Conn_01x04_Male","Connector_USB:USB_A_PCB_traces_small","Generic connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J2","1","USB1","Conn_01x04_MountingPin","Connector_JST:JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal","Generic connectable mounting pin connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J3","1","USB2","Conn_01x04_MountingPin","Connector_JST:JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal","Generic connectable mounting pin connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J4","1","USB3","Conn_01x04_MountingPin","Connector_JST:JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal","Generic connectable mounting pin connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J5","1","USB4","Conn_01x04_MountingPin","Connector_JST:JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal","Generic connectable mounting pin connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J6","1","USB5","Conn_01x04_MountingPin","Connector_JST:JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal","Generic connectable mounting pin connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J7","1","USB6","Conn_01x04_MountingPin","Connector_JST:JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal","Generic connectable mounting pin connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J8","1","USB7","Conn_01x04_MountingPin","Connector_JST:JST_SH_SM04B-SRSS-TB_1x04-1MP_P1.00mm_Horizontal","Generic connectable mounting pin connector, single row, 01x04, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"J9","1","EXTGND","Conn_01x01","SH_Solder_Pads:1P-1.5x1.5","Generic connector, single row, 01x01, script generated (kicad-library-utils/schlib/autogen/connector/)","",""
"JP1","1","EXTPWR","JUMPER","Connector_PinHeader_2.54mm:PinHeader_1x02_P2.54mm_Vertical","","",""
"LOGO1, LOGO2, LOGO3, LOGO4","4","Logo","Logo","Logo","","",""
"R1","1","10k","RSMALL","Resistor_SMD:1608_C","","",""
"R2, R3, R4, R5","4","100k","RSMALL","Resistor_SMD:1608_C","","",""
"R6","1","2.7k","RSMALL","Resistor_SMD:1608_C","","",""
"R7, R8, R9, R10, R11, R12, R13","7","470","RSMALL","Resistor_SMD:1608_C","","",""
"U1","1","MaxLinear_XR22417-48","MaxLinear_XR22417-48","Package_QFP:LQFP-48_7x7mm_P0.5mm","7-Port USB 2.0 hub IC","",""
"U2","1","Dialog_SLG5NT1487V","Dialog_SLG5NT1487V","Package_DFN_QFN:TDFN-8_1.5x2mm_Fused-Lead_JEDEC_MO-252_W2015D","","",""
"Y1","1","12MHz 50ppm 16-20pF","Crystal_small_4P","Crystal:Crystal_4-SMD_2.5x2mm","","",""
