"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_metro_m0_express_pcb_adafruit_metro_m0_express\current_version\working\working.kicad_sch"
"Date:","15/09/2023 07:36:49"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","57"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"AD0","1","20609","HEADER-1X6OVALWAVE","working:1X06_OVALWAVE","","",""
"C1","1","1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C4, C6, C9, C10, C11, C12, C13, C14","9","0.1uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3, C8","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C5, C7","2","22pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"D1","1","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"F2","1","500mA","PTCFUSE-1206","working:R1206","","",""
"FB1, FB2","2","FERRITE","FERRITE-0805NO","working:0805-NO","","",""
"FD1, FD2, FD3","3","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"GROUND1","1","SJ","SJ","working:SJ","","",""
"IC3","1","741G125DBV","741G125DBV","working:SOT23-5","","",""
"ICSP0","1","3x2 M","HEADER-2X3","working:2X03_ROUND_70MIL","","",""
"IOH0","1","20611","HEADER-1X10OVALWAVE","working:1X10_OVALWAVE","","",""
"IOL0","1","20610","HEADER-1X8OVALWAVE","working:1X08_OVALWAVE","","",""
"JP1","1","HEADER-1X1ROUND","HEADER-1X1ROUND","working:1X01_ROUND","","",""
"L0","1","RED","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"LED1","1","WS2812B3535","WS2812B3535","working:LED3535","","",""
"ON0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"PC1","1","47uF/25V","CAP_ELECTROLYTICPANASONIC_D","working:PANASONIC_D","","",""
"PC2","1","47uF+/6.3V+","CAP_ELECTROLYTICPANASONIC_D","working:PANASONIC_D","","",""
"POWER0","1","20610","HEADER-1X8OVALWAVE","working:1X08_OVALWAVE","","",""
"R1","1","100K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R2","1","1K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"R3, R11","2","330R","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R4","1","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R5, R7","2","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"RESET0","1","EVQQ 6mm","SWITCH_TACT_SMT","working:EVQ-Q2","","",""
"RXLED0","1","YELLOW","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"SW1","1","SWITCH_SPDT","SWITCH_SPDT","working:SPDT_SMT_SSSS811101","","",""
"T2","1","DMP3098L-7","PMOSSOT23","working:SOT-23","","",""
"TP1, TP2","2","TESTPOINTROUND1.5MM","TESTPOINTROUND1.5MM","working:TESTPOINT_ROUND_1.5MM","","",""
"TR1","1","DMP3098L-7","0297_PMV48XP","working:SOT-23","","",""
"TXLED0","1","YELLOW","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"U1","1","NCP1117ST50T3G","LM1117SOT223-REFLOW","working:SOT223-R","","",""
"U2","1","LP2985-XXDBVR","LP2985-XXDBVR","working:SOT23-DBV","","",""
"U3","1","SPI Flash","SPIFLASH_SOIC8208MIL","working:SOIC8_208MIL","","",""
"U$1","1","ATSAMD21J_QFN","ATSAMD21J_QFN","working:TQFN48_7MM","","",""
"X2","1","2x5 0.05"" SWD","JTAG-CORTEXBOXPOSTS","working:2X05_1.27MM_BOX_POSTS","","",""
"X3","1","USB_W_SHIELD_V2","USB_W_SHIELD_V2","working:4UCONN_20329_V2","","",""
"X5","1","2.1mm","DCBARRELPTH","working:DCJACK_2MM_PTH","","",""
"Y1","1","32.768KHz","CRYSTAL8.0X3.8","working:CRYSTAL_8X3.8","","",""
