"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_itsybitsy_rp2040_pcb_adafruit_itsybitsy_rp2040\current_version\working\working.kicad_sch"
"Date:","14/09/2023 12:49:03"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","39"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C2, C11","2","1uF","CAP_CERAMIC_0603MP","working:_0603MP","","",""
"C3, C4, C10, C12, C13, C16","6","0.1uF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"C6, C8","2","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C19, C20","2","22pF","CAP_CERAMIC_0402NO","working:_0402NO","","",""
"D1, D2, D3","3","NSR0320","DIODESOD-323F","working:SOD-323F","","",""
"IC1","1","741G125DCK","741G125DCK","working:SC70-5","","",""
"IC3","1","RP2040_QFN56","RP2040_QFN56","working:QFN56_7MM_REDUCEDEPAD","","",""
"JP1","1","HEADER-1X570MIL","HEADER-1X570MIL","working:1X05_ROUND_70","","",""
"JP2, JP4","2","HEADER-1X14","HEADER-1X14","working:1X14_ROUND70","","",""
"L0","1","RED","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"LED1","1","WS2812B_SK6805_1515","WS2812B_SK6805_1515","working:SK6805_1515","","",""
"R1, R5","2","10K","RESISTOR_0402NO","working:_0402NO","","",""
"R2","1","10k","RESISTOR_0402NO","working:_0402NO","","",""
"R3, R4","2","22","RESISTOR_0402NO","working:_0402NO","","",""
"R6, R7, R11","3","1K","RESISTOR_0402NO","working:_0402NO","","",""
"SW2, SW3","2","KMR2","SWITCH_TACT_SMT4.6X2.8","working:BTN_KMR2_4.6X2.8","","",""
"TP1","1","TESTPOINTROUND1.5MMNO","TESTPOINTROUND1.5MMNO","working:TESTPOINT_ROUND_1.5MM_NO","","",""
"U1","1","GD25x16","SPIFLASH_8PIN_4X4","working:USON8_4X4","","",""
"U2","1","AP2112K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$34, U$35","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"X3","1","microUSB","USB_MICRO_NARROW","working:4UCONN_20329_NARROW","","",""
"Y1","1","12MHZ","CRYSTAL2.5X2.0","working:CRYSTAL_2.5X2","","",""
