"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_fona808_shield_pcb_adafruit_sim808_shield\current_version\working\working.kicad_sch"
"Date:","14/09/2023 03:53:20"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","65"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","10µF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C2, C6","2","33pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C5","1","10pF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C7","1","100uF","C-USC1210","working:C1210","","",""
"C9, C11","2","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C14, C16","2","33pF","CAP_4PACK1206","working:RESPACK_4X0603","","",""
"C15, C17","2","10pF","CAP_4PACK1206","working:RESPACK_4X0603","","",""
"CHRG0","1","ORANGE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"CN2","1","JSTPH","JST_2PIN","working:JSTPH2","","",""
"D1","1","MMSZ5231BT1G","DIODE-ZENERSOD123","working:SOD-123","","",""
"D2","1","SMF05C","TVSARRAY_5LANE","working:SOT363","","",""
"D3, D4, D5, D6, D7, D9","6","1N4148","DIODESOD-323","working:SOD-323","","",""
"D8","1","MBR120","DIODE-SCHOTTKYSOD-123","working:SOD-123","","",""
"DONE0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"DTR0","1","PINHD-1X1CB","PINHD-1X1CB","working:1X01-CLEANBIG","","",""
"FID1, FID2, FID3","3","FIDUCIAL""""","FIDUCIAL{dblquote}{dblquote}","working:FIDUCIAL_1MM","","",""
"IC1","1","74125PW","74125PW","working:TSSOP14","","",""
"JP1, JP2","2","HEADER-1X2ROUND","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP3","1","BUZZ","HEADER-1X2ROUND","working:1X02_ROUND","","",""
"JP4","1","HEADER-1X1070MIL","HEADER-1X1070MIL","working:1X10_ROUND70","","",""
"JP5, JP6","2","HEADER-1X876MIL","HEADER-1X876MIL","working:1X08_ROUND_76","","",""
"JP7","1","HEADER-1X676MIL","HEADER-1X676MIL","working:1X06_ROUND_76","","",""
"JP10","1","HEADER-1X870MIL","HEADER-1X870MIL","working:1X08_ROUND_70","","",""
"L2","1","33nH","INDUCTOR_0805MP","working:_0805MP","","",""
"M1","1","ARDUINO_R3_ICSP_NODIM","ARDUINO_R3_ICSP_NODIM","working:ARDUINOR3_ICSP_NODIM","","",""
"NETSTAT0","1","BLUE","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"PPS0","1","PINHD-1X1CB","PINHD-1X1CB","working:1X01-CLEANBIG","","",""
"PWM0","1","PINHD-1X1CB","PINHD-1X1CB","working:1X01-CLEANBIG","","",""
"PWRSTAT0","1","GREEN","LED0805_NOOUTLINE","working:CHIPLED_0805_NOOUTLINE","","",""
"Q1","1","DTC143ZUAT106","-NPN_DRIVER-SC59-BEC","working:SC59-BEC","","",""
"R1","1","470","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R2, R4, R5","3","1K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R3","1","2K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"R6","1","10K","RESISTOR0805_NOOUTLINE","working:0805-NO","","",""
"SJ1","1","SOLDERJUMPER_2WAY","SOLDERJUMPER_2WAY","working:SOLDERJUMPER_2WAY_OPEN_NOPASTE","","",""
"SJ2, SJ3, SJ4, SJ5, SJ6","5","SOLDERJUMPER_CLOSED","SOLDERJUMPER_CLOSED","working:SOLDERJUMPER_CLOSEDWIRE","","",""
"SJ7","1","SOLDERJUMPER","SOLDERJUMPER","working:SOLDERJUMPER_ARROW_NOPASTE","","",""
"SW1","1","EVQQ2","SWITCH_TACT_SMT","working:EVQ-Q2","","",""
"SW2","1","EG1390","SWITCH_DPDTEG1390","working:EG1390","","",""
"TP1","1","TPTP11R","TPTP11R","working:TP11R","","",""
"U2","1","MCP73831T-2ACI/OT","MCP73831/2","working:SOT23-5","","",""
"U3","1","SIM808","GSM_SIM808_LITERAL","working:SIM900_SMT","","",""
"X1","1","uFL","SMACONNECTOR_EDGE_UFL","working:SMA_EDGELAUNCH_UFL","","",""
"X3","1","uFL","ANTENNA_U.FL","working:U.FL","","",""
"X4","1","4UCONN_18510","AUDIO_3.5MMJACK_4POL","working:4UCONN_18510","","",""
"X6","1","SIM_LOCKAMPHENOL","SIM_LOCKAMPHENOL","working:C707_10M006_512_2","","",""
