"Source:","C:\gh\oomlout_oomp_project_bot_v_2\projects\adafruit_adafruit_lsm303agr_pcb_adafruit_lsm303agr\current_version\working\working.kicad_sch"
"Date:","15/09/2023 01:11:06"
"Tool:","Eeschema 7.0.6"
"Generator:","C:/Program Files/KiCad/7.0/bin/scripting/plugins/bom_csv_grouped_by_value_with_fp.py"
"Component Count:","20"
"Ref","Qnty","Value","Cmp name","Footprint","Description","Vendor","DNP"
"C1","1","0.1uF","CAP_CERAMIC0603_NO","working:0603-NO@1","","",""
"C2","1","10uF","CAP_CERAMIC0805-NOOUTLINE","working:0805-NO","","",""
"C3","1","10uF","CAP_CERAMIC0805_10MGAP","working:0805_10MGAP","","",""
"C4","1","220nF","CAP_CERAMIC0603_NO","working:0603-NO@1","","",""
"CONN3, CONN4","2","STEMMA_I2C_QT","STEMMA_I2C_QT","working:JST_SH4","","",""
"D1","1","GREEN","LED0603_NOOUTLINE","working:CHIPLED_0603_NOOUTLINE","","",""
"FID3, FID4","2","FIDUCIAL_1MM","FIDUCIAL_1MM","working:FIDUCIAL_1MM","","",""
"JP1","1","HEADER-1X670MIL","HEADER-1X670MIL","working:1X06_ROUND_70","","",""
"JP3","1","HEADER-1X4ROUND","HEADER-1X4ROUND","working:1X04_ROUND","","",""
"Q2","1","BSS138","MOSFET-N_DUAL","working:SOT363","","",""
"R3, R5","2","10K","RESISTOR_4PACK","working:RESPACK_4X0603","","",""
"U2","1","AP2112K-3.3","VREG_SOT23-5","working:SOT23-5","","",""
"U$1, U$17, U$19, U$21","4","MOUNTINGHOLE2.5","MOUNTINGHOLE2.5","working:MOUNTINGHOLE_2.5_PLATED","","",""
"U$2","1","LSM303AGR","LSM303AGR","working:LGA12_2X2MM","","",""
